"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"RECTICEL";"BE0003656676";"REC";"Euronext Brussels";"EUR";"7.99";"8.23";"7.95";"8.23";"05/01/2018 17:35";"CET";"48904";"397774.00"
"RECYLEX S.A.";"FR0000120388";"RX";"Euronext Paris";"EUR";"14.90";"15.13";"14.84";"14.90";"05/01/2018 17:35";"CET";"113224";"1698808.73"
"REDITUS,SGPS";"PTRED0AP0010";"RED";"Euronext Lisbon";"EUR";"0.145";"0.15";"0.145";"0.15";"05/01/2018 21:30";"BST";"62600";"9327.00"
"REFRESCO GROUP";"NL0011214010";"RFRG";"Euronext Amsterdam";"EUR";"19.76";"19.83";"19.76";"19.82";"05/01/2018 17:35";"CET";"118671";"2350265.15"
"REIBEL";"BE0003829463";"REI";"Euronext Access Brussels";"EUR";"3.00";"3.00";"3.00";"3.00";"29/12/2017 14:26";"CET";"314";"942.00"
"REINET INVESTMENTS";"LU0383812293";"REINA";"Euronext Amsterdam";"EUR";"18.00";"18.00";"18.00";"18.00";"04/01/2018 13:37";"CET";"450";"8100.00"
"RELX";"NL0006144495";"REN";"Euronext Amsterdam";"EUR";"19.075";"19.12";"19.025";"19.115";"05/01/2018 17:35";"CET";"2355207";"44937381.785"
"REMY COINTREAU";"FR0000130395";"RCO";"Euronext Paris";"EUR";"112.40";"112.80";"111.10";"112.60";"05/01/2018 17:35";"CET";"155340";"17423263.80"
"REN";"PTREL0AM0008";"RENE";"Euronext Lisbon";"EUR";"2.502";"2.528";"2.502";"2.522";"05/01/2018 22:35";"BST";"978427";"2465991.738"
"RENAULT";"FR0000131906";"RNO";"Euronext Paris";"EUR";"85.50";"87.32";"85.44";"87.20";"05/01/2018 17:46";"CET";"926891";"80543804.03"
"RESILUX";"BE0003707214";"RES";"Euronext Brussels";"EUR";"146.80";"147.00";"145.60";"145.60";"05/01/2018 17:35";"CET";"504";"73754.40"
"RETAIL ESTATES";"BE0003720340";"RET";"Euronext Brussels";"EUR";"73.70";"73.90";"73.40";"73.90";"05/01/2018 17:35";"CET";"11095";"817425.70"
"REWORLD MEDIA";"FR0010820274";"ALREW";"Euronext Growth Paris";"EUR";"1.935";"1.935";"1.875";"1.935";"05/01/2018 17:29";"CET";"5402";"10288.575"
"REXEL";"FR0010451203";"RXL";"Euronext Paris";"EUR";"15.495";"15.57";"15.36";"15.40";"05/01/2018 17:35";"CET";"885992";"13682713.20"
"RIBER";"FR0000075954";"RIB";"Euronext Paris";"EUR";"4.22";"4.325";"4.02";"4.045";"05/01/2018 17:35";"CET";"210886";"879748.14"
"ROBERTET";"FR0000039091";"RBT";"Euronext Paris";"EUR";"423.00";"425.00";"421.00";"421.00";"05/01/2018 17:15";"CET";"817";"344994.00"
"ROBERTET CDV 87";"FR0000045619";"CBR";"Euronext Paris";"EUR";"44.00";"44.00";"44.00";"44.00";"12/10/2016 12:00";"CET";"36";"1584.00"
"ROBERTET CI";"FR0000045601";"CBE";"Euronext Paris";"EUR";"300.00";"300.00";"300.00";"300.00";"13/12/2017 16:30";"CET";"4";"1200.00"
"ROCTOOL";"FR0010523167";"ALROC";"Euronext Growth Paris";"EUR";"8.85";"8.95";"8.65";"8.65";"05/01/2018 17:24";"CET";"1179";"10296.05"
"ROODMICROTEC";"NL0000440477";"ROOD";"Euronext Amsterdam";"EUR";"0.326";"0.339";"0.319";"0.339";"05/01/2018 17:35";"CET";"1271361";"417775.356"
"ROODMICROTECWAR2";"NL0011556972";"WROD2";"Euronext Amsterdam";"EUR";"0.10";"0.10";"0.10";"0.10";"05/01/2018 11:11";"CET";"3791";"379.10"
"ROSIER";"BE0003575835";"ENGB";"Euronext Brussels";"EUR";"159.00";"159.00";"159.00";"159.00";"05/01/2018 11:30";"CET";"10";"1590.00"
"ROTHSCHILD & CO";"FR0000031684";"ROTH";"Euronext Paris";"EUR";"30.65";"30.70";"30.45";"30.60";"05/01/2018 17:35";"CET";"20543";"628328.90"
"ROUGIER S.A.";"FR0000037640";"ALRGR";"Euronext Growth Paris";"EUR";"20.60";"20.60";"20.40";"20.40";"05/01/2018 15:22";"CET";"486";"9943.60"
"ROULARTA";"BE0003741551";"ROU";"Euronext Brussels";"EUR";"22.80";"22.80";"22.40";"22.80";"05/01/2018 17:29";"CET";"1293";"29243.30"
"ROUSSELET CENTRIF.";"FR0000035750";"MLROU";"Euronext Access Paris";"EUR";"14.40";"14.40";"14.40";"14.40";"03/01/2018 11:30";"CET";"36";"518.40"
"ROYAL DUTCH SHELLA";"GB00B03MLX29";"RDSA";"Euronext Amsterdam";"EUR";"28.53";"28.64";"28.475";"28.575";"05/01/2018 17:37";"CET";"7033812";"200885326.825"
"ROYAL DUTCH SHELLB";"GB00B03MM408";"RDSB";"Euronext Amsterdam";"EUR";"29.165";"29.275";"29.165";"29.22";"05/01/2018 16:24";"CET";"6423";"187594.995"
"RTL GROUP";"LU0061462528";"RTL";"Euronext Brussels";"EUR";"67.30";"68.35";"67.30";"68.35";"05/01/2018 17:35";"CET";"5712";"388317.60"
"RUBIS";"FR0013269123";"RUI";"Euronext Paris";"EUR";"59.45";"59.95";"59.40";"59.85";"05/01/2018 17:35";"CET";"100101";"5983804.50"
"S.CLUBE BRAGA";"PTSCB0AM0001";"SCB";"Euronext Access Lisbon";"EUR";"3.00";"3.00";"3.00";"3.00";"05/01/2018 16:30";"BST";"750";"2250.00"
"S.E.B.";"FR0000121709";"SK";"Euronext Paris";"EUR";"161.80";"165.60";"161.30";"165.50";"05/01/2018 17:35";"CET";"64786";"10634812.40"
"SABCA";"BE0003654655";"SAB";"Euronext Brussels";"EUR";"25.35";"25.35";"25.35";"25.35";"15/12/2017 11:34";"CET";"346";"8771.10"
"SABETON";"FR0000060121";"SABE";"Euronext Paris";"EUR";"24.80";"24.80";"24.80";"24.80";"04/01/2018 16:30";"CET";"49";"1215.20"
"SAFE ORTHOPAEDICS";"FR0012452746";"SAFOR";"Euronext Paris";"EUR";"0.54";"0.624";"0.538";"0.584";"05/01/2018 17:35";"CET";"771219";"449450.344"
"SAFRAN";"FR0000073272";"SAF";"Euronext Paris";"EUR";"89.24";"89.86";"88.82";"89.20";"05/01/2018 17:35";"CET";"803318";"71688346.12"
"SAFWOOD";"IT0004013725";"ALWOO";"Euronext Growth Paris";"EUR";"0.05";"0.05";"0.05";"0.05";"03/05/2011 15:30";"CET";"1300";"65.00"
"SAG GEST";"PTSAG0AE0004";"SVA";"Euronext Lisbon";"EUR";"0.174";"0.1745";"0.1695";"0.17";"05/01/2018 20:23";"BST";"71306";"12253.0205"
"SAINT GOBAIN";"FR0000125007";"SGO";"Euronext Paris, Amsterdam, Brussels";"EUR";"47.455";"47.765";"47.295";"47.765";"05/01/2018 17:35";"CET";"1207486";"57522819.41"
"SAMSE";"FR0000060071";"SAMS";"Euronext Paris";"EUR";"174.00";"174.00";"174.00";"174.00";"05/01/2018 15:42";"CET";"51";"8874.00"
"SANOFI";"FR0000120578";"SAN";"Euronext Paris";"EUR";"72.82";"74.57";"72.82";"74.36";"05/01/2018 17:36";"CET";"2568891";"190549350.52"
"SANOFI NV18";"FR0013299450";"SANNV";"Euronext Paris";"EUR";"70.90";"70.90";"70.72";"70.72";"05/01/2018 16:30";"CET";"7550";"535241.00"
"SAPEC";"BE0003625366";"SAP";"Euronext Brussels";"EUR";"60.00";"60.00";"60.00";"60.00";"04/01/2018 11:11";"CET";"100";"6000.00"
"SAPMER";"FR0010776617";"ALMER";"Euronext Growth Paris";"EUR";"32.60";"32.60";"31.40";"31.40";"05/01/2018 16:30";"CET";"1513";"48156.20"
"SARTORIUS STED BIO";"FR0013154002";"DIM";"Euronext Paris";"EUR";"62.90";"63.25";"62.50";"63.05";"05/01/2018 17:35";"CET";"30531";"1922187.10"
"SAVENCIA";"FR0000120107";"SAVE";"Euronext Paris";"EUR";"79.40";"82.60";"79.40";"81.00";"05/01/2018 17:35";"CET";"6090";"492139.60"
"SAVONNERIE NYONS";"FR0013155975";"MLSDN";"Euronext Access Paris";"EUR";"14.80";"14.80";"14.80";"14.80";"04/01/2018 11:30";"CET";"85";"1258.00"
"SBM OFFSHORE";"NL0000360618";"SBMO";"Euronext Amsterdam";"EUR";"15.595";"15.645";"15.505";"15.555";"05/01/2018 17:35";"CET";"1095364";"17064359.015"
"SBT";"FR0004175222";"MLSBT";"Euronext Access Paris";"EUR";"6.95";"6.95";"6.95";"6.95";"05/01/2018 11:30";"CET";"300";"2085.00"
"SCANDINAVIAN HOUSE";"CH0220529603";"MLSHD";"Euronext Access Paris";"EUR";"17.51";"17.51";"17.51";"17.51";"13/05/2016 15:00";"CET";"500";"8755.00"
"SCBSM";"FR0006239109";"CBSM";"Euronext Paris";"EUR";"7.40";"7.45";"7.20";"7.35";"05/01/2018 17:00";"CET";"558";"4104.20"
"SCEMI";"FR0010972091";"MLCMI";"Euronext Access Paris";"EUR";"2.00";"2.00";"2.00";"2.00";"05/01/2018 11:30";"CET";"130";"260.00"
"SCHEERD.V KERCHOVE";"BE0012378593";"SCHD";"Euronext Brussels";"EUR";"570.00";"570.00";"555.00";"555.00";"05/01/2018 16:30";"CET";"22";"12270.00"
"SCHLUMBERGER";"AN8068571086";"SLB";"Euronext Paris";"EUR";"60.00";"60.80";"59.20";"59.20";"05/01/2018 17:35";"CET";"5236";"315636.60"
"SCHNEIDER ELECTRIC";"FR0000121972";"SU";"Euronext Paris";"EUR";"72.50";"73.36";"72.42";"73.24";"05/01/2018 17:46";"CET";"1126714";"82266967.88"
"SCHNEIDER NV18";"FR0013308822";"SUNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SCHOBRUNN PARIS";"FR0010961920";"MLSCH";"Euronext Access Paris";"EUR";"40.00";"40.00";"40.00";"40.00";"31/08/2017 11:30";"CET";"45";"1800.00"
"SCOR SE";"FR0010411983";"SCR";"Euronext Paris";"EUR";"34.18";"34.82";"34.18";"34.75";"05/01/2018 17:35";"CET";"468863";"16253610.38"
"SDC INV.";"PTSCO0AE0004";"SDCAE";"Euronext Lisbon";"EUR";"0.0592";"0.0592";"0.0578";"0.0578";"05/01/2018 22:01";"BST";"87500";"5167.92"
"SDC INV.-PREF.";"PTSCO0VE0009";"SDCP";"Euronext Lisbon";"EUR";"1.20";"1.20";"1.20";"1.20";"22/02/2010 16:30";"BST";"15";"18.00"
"SECHE ENVIRONNEM.";"FR0000039109";"SCHP";"Euronext Paris";"EUR";"32.00";"32.20";"31.80";"32.10";"05/01/2018 17:35";"CET";"2187";"69916.70"
"SECURINFOR";"FR0000071755";"MLSEC";"Euronext Access Paris";"EUR";"13.02";"13.02";"13.02";"13.02";"23/08/2017 11:30";"CET";"17";"221.34"
"SELCODIS";"FR0000065492";"SLCO";"Euronext Paris";"EUR";"0.29";"0.29";"0.29";"0.29";"25/03/2009 00:00";"CET";"2074";"601.00"
"SELECTIRENTE";"FR0004175842";"SELER";"Euronext Paris";"EUR";"71.00";"71.00";"71.00";"71.00";"05/01/2018 16:31";"CET";"681";"48351.00"
"SELECTIRENTE NV18";"FR0013306107";"SELNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SEMAPA";"PTSEM0AM0004";"SEM";"Euronext Lisbon";"EUR";"18.16";"18.16";"18.04";"18.06";"05/01/2018 22:35";"BST";"39313";"711602.62"
"SEMPLICEMENTE SpA";"IT0005072811";"MLSMP";"Euronext Access Paris";"EUR";"0.81";"0.81";"0.81";"0.81";"05/08/2016 15:00";"CET";"100";"81.00"
"SENDR SE";"DE000A1YDAZ7";"MLSDR";"Euronext Access Paris";"EUR";"13.80";"13.80";"13.80";"13.80";"25/10/2016 15:00";"CET";"40";"552.00"
"SENSORION";"FR0012596468";"ALSEN";"Euronext Growth Paris";"EUR";"3.94";"4.13";"3.90";"4.00";"05/01/2018 17:35";"CET";"122424";"493942.12"
"SEQUA PETROLEUM NV";"NL0010623518";"MLSEQ";"Euronext Access Paris";"EUR";"0.006";"0.0085";"0.006";"0.0085";"05/01/2018 16:39";"CET";"2032157";"14245.9595"
"SEQUANA";"FR0011352590";"SEQ";"Euronext Paris";"EUR";"0.739";"0.748";"0.735";"0.736";"05/01/2018 17:35";"CET";"524516";"388843.435"
"SERGEFERRARI GROUP";"FR0011950682";"SEFER";"Euronext Paris";"EUR";"10.55";"10.75";"10.55";"10.75";"05/01/2018 16:45";"CET";"150";"1604.50"
"SERMA GROUP";"FR0000073728";"ALSER";"Euronext Growth Paris";"EUR";"227.01";"227.01";"227.01";"227.01";"20/12/2017 16:30";"CET";"25";"5675.25"
"SES";"LU0088087324";"SESG";"Euronext Paris";"EUR";"12.88";"12.905";"12.515";"12.62";"05/01/2018 17:35";"CET";"1471102";"18626346.975"
"SES IMAGOTAG";"FR0010282822";"SESL";"Euronext Paris";"EUR";"29.90";"30.00";"29.90";"29.90";"05/01/2018 17:35";"CET";"6205";"185651.30"
"SETTLEMENTS";"BE0974261902";"STTL";"Euronext Growth Brussels";"USD";"13.52";"13.52";"13.52";"13.52";"24/03/2017 15:30";"CET";"15000";"187690.79"
"SHOWROOMPRIVE";"FR0013006558";"SRP";"Euronext Paris";"EUR";"6.46";"6.47";"6.30";"6.40";"05/01/2018 17:35";"CET";"120752";"770090.20"
"SI PARTICIPATIONS";"FR0000061582";"ALSIP";"Euronext Growth Paris";"EUR";"10.50";"10.50";"10.50";"10.50";"04/01/2018 17:08";"CET";"450";"4725.00"
"SIDETRADE";"FR0010202606";"ALBFR";"Euronext Growth Paris";"EUR";"67.40";"67.80";"67.40";"67.80";"05/01/2018 16:38";"CET";"262";"17694.40"
"SIEMENS";"DE0007236101";"SIA";"Traded not listed Brussels";"EUR";"120.62";"120.80";"118.62";"120.00";"05/01/2018 17:22";"CET";"777";"93583.90"
"SIF HOLDING";"NL0011660485";"SIFG";"Euronext Amsterdam";"EUR";"18.20";"18.44";"17.56";"17.96";"05/01/2018 17:35";"CET";"26154";"474818.90"
"SIGNAUX GIROD";"FR0000060790";"GIRO";"Euronext Paris";"EUR";"27.20";"27.20";"27.10";"27.10";"05/01/2018 16:30";"CET";"1078";"29304.10"
"SII";"FR0000074122";"SII";"Euronext Paris";"EUR";"24.30";"24.30";"23.50";"24.10";"05/01/2018 17:27";"CET";"8999";"214897.60"
"SILC";"FR0010679365";"MLSIL";"Euronext Access Paris";"EUR";"0.79";"0.79";"0.79";"0.79";"27/12/2017 11:30";"CET";"210";"165.90"
"SILKAN RT";"FR0010518605";"MLARI";"Euronext Access Paris";"EUR";"0.42";"0.42";"0.42";"0.42";"08/12/2017 11:30";"CET";"100";"42.00"
"SIMAT";"CI0000000832";"MLMAT";"Euronext Access Paris";"EUR";"5.30";"5.30";"5.30";"5.30";"05/01/2018 16:30";"CET";"2";"10.60"
"SIMO INTERNATIONAL";"FR0004038818";"MLSIM";"Euronext Access Paris";"EUR";"1.29";"1.29";"1.29";"1.29";"03/01/2018 11:30";"CET";"60";"77.40"
"SINTESI SpA";"IT0005072167";"MLSNT";"Euronext Access Paris";"EUR";"3.30";"3.30";"3.30";"3.30";"06/11/2015 15:00";"CET";"12";"39.60"
"SIOEN";"BE0003743573";"SIOE";"Euronext Brussels";"EUR";"31.10";"31.50";"30.75";"31.35";"05/01/2018 17:35";"CET";"8512";"265279.65"
"SIPEF";"BE0003898187";"SIP";"Euronext Brussels";"EUR";"64.50";"65.00";"64.30";"64.80";"05/01/2018 17:35";"CET";"6486";"420006.90"
"SKILL GAMING INC";"CA38055V2049";"MLSKL";"Euronext Access Paris";"EUR";"0.25";"0.25";"0.25";"0.25";"06/09/2017 11:30";"CET";"20";"5.00"
"SLIGRO FOOD GROUP";"NL0000817179";"SLIGR";"Euronext Amsterdam";"EUR";"40.50";"40.85";"40.25";"40.80";"05/01/2018 17:35";"CET";"21234";"862965.05"
"SMALTO";"FR0011131788";"MLSML";"Euronext Access Paris";"EUR";"0.061";"0.061";"0.061";"0.061";"05/01/2018 16:30";"CET";"19500";"1189.50"
"SMALTO BSA";"FR0010649228";"SMLBS";"Euronext Access Paris";"EUR";"0.04";"0.04";"0.04";"0.04";"27/12/2016 15:30";"CET";"115298";"4611.92"
"SMARTPHOTO GROUP";"BE0974323553";"SMAR";"Euronext Brussels";"EUR";"15.40";"15.75";"15.35";"15.596";"05/01/2018 17:35";"CET";"1845";"28569.02"
"SMCP";"FR0013214145";"SMCP";"Euronext Paris";"EUR";"19.35";"19.60";"19.32";"19.32";"05/01/2018 17:35";"CET";"27403";"533035.90"
"SMTPC";"FR0004016699";"SMTPC";"Euronext Paris";"EUR";"23.35";"23.35";"23.05";"23.25";"05/01/2018 14:32";"CET";"316";"7337.10"
"SNOWWORLD";"NL0010627865";"SNOW";"Euronext Amsterdam";"EUR";"9.56";"9.56";"9.56";"9.56";"05/01/2018 17:23";"CET";"1106";"10573.36"
"SOC FRANC CASINOS";"FR0010209809";"SFCA";"Euronext Paris";"EUR";"3.56";"3.56";"3.40";"3.40";"05/01/2018 16:30";"CET";"320";"1096.00"
"SOCIETE GENERALE";"FR0000130809";"GLE";"Euronext Paris";"EUR";"44.69";"45.29";"44.57";"45.075";"05/01/2018 17:35";"CET";"4395702";"198088295.235"
"SODEXO";"FR0000121220";"SW";"Euronext Paris";"EUR";"111.35";"112.55";"111.35";"112.55";"05/01/2018 17:35";"CET";"216233";"24231087.55"
"SODIFRANCE";"FR0000072563";"SOA";"Euronext Paris";"EUR";"18.50";"18.50";"18.50";"18.50";"05/01/2018 11:30";"CET";"19";"351.50"
"SODITECH";"FR0000078321";"SEC";"Euronext Paris";"EUR";"1.06";"1.06";"1.05";"1.05";"02/01/2018 16:30";"CET";"3447";"3650.82"
"SOFIBUS PATRIMOINE";"FR0000038804";"SFBS";"Euronext Paris";"EUR";"137.00";"137.00";"137.00";"137.00";"05/01/2018 16:35";"CET";"22";"3014.00"
"SOFINA";"BE0003717312";"SOF";"Euronext Brussels";"EUR";"134.40";"136.80";"134.40";"136.20";"05/01/2018 17:35";"CET";"11216";"1524695.80"
"SOFRAGI";"FR0000030140";"SOFR";"Euronext Paris";"EUR";"1590.00";"1590.00";"1590.00";"1590.00";"05/01/2018 11:42";"CET";"4";"6360.00"
"SOFT COMPUTING";"FR0000075517";"SFT";"Euronext Paris";"EUR";"13.30";"13.50";"13.30";"13.50";"05/01/2018 14:07";"CET";"21";"283.30"
"SOFTIMAT";"BE0003773877";"SOFT";"Euronext Growth Brussels";"EUR";"2.20";"2.20";"2.20";"2.20";"05/01/2018 11:30";"CET";"1135";"2497.00"
"SOGECLAIR";"FR0000065864";"SOG";"Euronext Paris";"EUR";"48.80";"49.00";"48.30";"48.60";"05/01/2018 17:35";"CET";"463";"22506.50"
"SOITEC";"FR0013227113";"SOI";"Euronext Paris";"EUR";"64.00";"64.40";"63.30";"64.20";"05/01/2018 17:35";"CET";"73942";"4723716.10"
"SOLIA";"FR0010480533";"MLSOL";"Euronext Access Paris";"EUR";"22.50";"22.50";"22.50";"22.50";"25/10/2017 16:30";"CET";"31";"697.50"
"SOLOCAL GROUP";"FR0012938884";"LOCAL";"Euronext Paris";"EUR";"0.943";"0.964";"0.932";"0.961";"05/01/2018 17:35";"CET";"3198891";"3044594.5805"
"SOLUTIONS 30 SE";"FR0013188844";"ALS30";"Euronext Growth Paris";"EUR";"26.30";"27.20";"26.30";"27.05";"05/01/2018 17:35";"CET";"74348";"2004313.70"
"SOLVAC NOM(RETAIL)";"BE0003545531";"SOLV";"Euronext Brussels";"EUR";"133.50";"135.50";"132.50";"135.50";"05/01/2018 17:35";"CET";"697";"93413.50"
"SOLVAY";"BE0003470755";"SOLB";"Euronext Brussels, Paris";"EUR";"118.90";"120.40";"118.65";"119.90";"05/01/2018 17:35";"CET";"336896";"40401770.80"
"SOMFY SA";"FR0013199916";"SO";"Euronext Paris";"EUR";"84.60";"85.20";"84.20";"85.00";"05/01/2018 17:35";"CET";"5980";"507589.50"
"SONAE";"PTSON0AM0001";"SON";"Euronext Lisbon";"EUR";"1.19";"1.196";"1.187";"1.19";"05/01/2018 22:37";"BST";"2211488";"2633474.863"
"SONAE CAPITAL";"PTSNP0AE0008";"SONC";"Euronext Lisbon";"EUR";"0.92";"0.926";"0.918";"0.923";"05/01/2018 22:35";"BST";"156435";"144332.404"
"SONAE IND.SGPS";"PTS3P0AM0025";"SONI";"Euronext Lisbon";"EUR";"3.75";"3.75";"3.64";"3.69";"05/01/2018 22:35";"BST";"108845";"401396.08"
"SONAECOM,SGPS";"PTSNC0AM0006";"SNC";"Euronext Lisbon";"EUR";"2.46";"2.54";"2.46";"2.54";"05/01/2018 22:35";"BST";"1546";"3870.56"
"SONAGI";"PTSNG0AM0007";"SNG";"Euronext Access Lisbon";"EUR";"3.15";"3.15";"3.15";"3.15";"05/01/2018 19:59";"BST";"2275";"7166.25"
"SOPRA STERIA GROUP";"FR0000050809";"SOP";"Euronext Paris";"EUR";"162.30";"163.80";"162.00";"163.60";"05/01/2018 17:35";"CET";"20049";"3272901.00"
"SPADEL";"BE0003798155";"SPA";"Euronext Brussels";"EUR";"181.00";"181.00";"181.00";"181.00";"05/01/2018 12:53";"CET";"120";"21720.00"
"SPEED RABBIT PIZZA";"FR0000054371";"MLSRP";"Euronext Access Paris";"EUR";"3.78";"3.78";"3.78";"3.78";"28/12/2017 16:30";"CET";"24";"90.72"
"SPIE";"FR0012757854";"SPIE";"Euronext Paris";"EUR";"22.16";"22.24";"22.10";"22.24";"05/01/2018 17:35";"CET";"263450";"5848909.96"
"SPINEGUARD";"FR0011464452";"ALSGD";"Euronext Growth Paris";"EUR";"3.74";"3.74";"3.44";"3.56";"05/01/2018 17:29";"CET";"72366";"261035.89"
"SPINEWAY";"FR0011398874";"ALSPW";"Euronext Growth Paris";"EUR";"4.08";"4.15";"4.08";"4.10";"05/01/2018 14:28";"CET";"5491";"22506.63"
"SPIR COMMUNICATION";"FR0000131732";"SPI";"Euronext Paris";"EUR";"3.64";"3.64";"3.50";"3.53";"21/02/2017 14:59";"CET";"3451";"12183.56"
"SPORTING";"PTSCP0AM0001";"SCP";"Euronext Lisbon";"EUR";"0.675";"0.675";"0.675";"0.675";"04/01/2018 16:30";"BST";"181";"122.18"
"SQLI";"FR0011289040";"SQI";"Euronext Paris";"EUR";"36.85";"36.85";"35.75";"35.85";"05/01/2018 17:35";"CET";"17949";"648604.15"
"SQLI BSAR042018";"FR0011023274";"SQIBS";"Euronext Paris";"EUR";"2.32";"2.44";"2.20";"2.44";"05/01/2018 16:57";"CET";"20439";"47316.96"
"ST DUPONT";"FR0000054199";"DPT";"Euronext Paris";"EUR";"0.1545";"0.1555";"0.152";"0.1555";"05/01/2018 16:55";"CET";"113986";"17570.0915"
"ST GOBAIN NV18";"FR0013308772";"SGONV";"Euronext Paris";"EUR";"46.00";"46.225";"46.00";"46.225";"05/01/2018 16:30";"CET";"1959";"90136.50"
"ST.GUDULE-PL. CERT";"BE0003620318";"SAIG";"Euronext Brussels";"EUR";"1.62";"1.62";"1.62";"1.62";"27/12/2017 11:30";"CET";"100";"162.00"
"STALLERGENES GREER";"GB00BZ21RF93";"STAGR";"Euronext Paris";"EUR";"39.25";"40.00";"38.80";"40.00";"05/01/2018 17:39";"CET";"13009";"511658.60"
"STEAM FRANCE";"FR0013063559";"MLSTM";"Euronext Access Paris";"EUR";"14.00";"14.00";"14.00";"14.00";"07/01/2016 15:00";"CET";"2";"28.00"
"STEF";"FR0000064271";"STF";"Euronext Paris";"EUR";"95.80";"96.70";"95.20";"96.30";"05/01/2018 17:35";"CET";"687";"65933.40"
"STELAX INDUSTRIES";"CA8584971003";"LAX";"Euronext Access Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"27/12/2017 11:30";"CET";"360000";"3600.00"
"STENTYS";"FR0010949404";"STNT";"Euronext Paris";"EUR";"1.68";"1.77";"1.68";"1.77";"05/01/2018 17:35";"CET";"140195";"243930.76"
"STERN GROEP";"NL0000336303";"STRN";"Euronext Amsterdam";"EUR";"20.00";"20.00";"19.85";"20.00";"05/01/2018 17:35";"CET";"7784";"155538.75"
"STMICROELECTRONICS";"NL0000226223";"STM";"Euronext Paris";"EUR";"19.40";"19.48";"19.27";"19.43";"05/01/2018 17:37";"CET";"1948360";"37767447.395"
"STRADIM ESPAC.FIN";"FR0000074775";"ALSAS";"Euronext Growth Paris";"EUR";"13.00";"13.30";"13.00";"13.30";"05/01/2018 16:30";"CET";"513";"6798.90"
"STREAMWIDE";"FR0010528059";"ALSTW";"Euronext Growth Paris";"EUR";"6.10";"6.10";"6.10";"6.10";"05/01/2018 11:30";"CET";"1";"6.10"
"STREAMWIDE BS";"FR0012790756";"STWDS";"Euronext Growth Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"10/07/2017 14:51";"CET";"7";"0.07"
"STREIT MECANIQUE";"FR0000063976";"MLSTR";"Euronext Access Paris";"EUR";"15.12";"15.12";"15.12";"15.12";"29/12/2017 16:30";"CET";"25";"378.00"
"SUCRAF A & B";"BE0003463685";"SUCR";"Euronext Brussels";"EUR";"1.75";"1.75";"1.75";"1.75";"04/01/2018 11:30";"CET";"422";"738.50"
"SUEZ";"FR0010613471";"SEV";"Euronext Paris, Brussels";"EUR";"14.66";"14.905";"14.66";"14.885";"05/01/2018 17:35";"CET";"1748873";"25940355.34"
"SUEZ ENV NV18";"FR0013306115";"SEVNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SUMO RESOURCES PLC";"GB00B8GJBS16";"MLSUM";"Euronext Access Paris";"EUR";"0.03";"0.03";"0.03";"0.03";"05/01/2018 16:30";"CET";"16717";"501.51"
"SUMOL+COMPAL";"PTSML0AM0009";"SUCO";"Euronext Lisbon";"EUR";"1.70";"1.71";"1.68";"1.71";"05/01/2018 21:30";"BST";"54000";"92132.87"
"SUPERSONIC IMAGINE";"FR0010526814";"SSI";"Euronext Paris";"EUR";"1.91";"1.926";"1.888";"1.918";"05/01/2018 17:35";"CET";"14893";"28363.778"
"SWORD GROUP";"FR0004180578";"SWP";"Euronext Paris";"EUR";"33.35";"33.90";"33.35";"33.40";"05/01/2018 17:35";"CET";"3444";"115309.80"
"SYNERGIE";"FR0000032658";"SDG";"Euronext Paris";"EUR";"43.60";"44.75";"43.55";"44.40";"05/01/2018 17:37";"CET";"8475";"374495.70"
"TAKEAWAY";"NL0012015705";"TKWY";"Euronext Amsterdam";"EUR";"50.40";"50.50";"50.00";"50.30";"05/01/2018 17:35";"CET";"9319";"467831.60"
"TARKETT";"FR0004188670";"TKTT";"Euronext Paris";"EUR";"37.00";"37.00";"36.44";"36.92";"05/01/2018 17:35";"CET";"51073";"1873765.62"
"TAYNINH";"FR0000063307";"TAYN";"Euronext Paris";"EUR";"1.35";"1.35";"1.35";"1.35";"29/12/2017 11:30";"CET";"3000";"4050.00"
"TEAM";"FR0000033466";"MLTEA";"Euronext Access Paris";"EUR";"352.00";"352.00";"352.00";"352.00";"05/01/2018 16:30";"CET";"10";"3520.00"
"TEAM KALORIK";"BE0003852697";"TEAM";"Euronext Access Brussels";"EUR";"0.10";"0.10";"0.10";"0.10";"19/10/2016 15:00";"CET";"260";"26.00"
"TECHNICOLOR";"FR0010918292";"TCH";"Euronext Paris";"EUR";"3.098";"3.158";"3.08";"3.14";"05/01/2018 17:35";"CET";"1358172";"4243621.344"
"TECHNIPFMC";"GB00BDSFG982";"FTI";"Euronext Paris";"EUR";"26.79";"26.90";"26.59";"26.74";"05/01/2018 17:39";"CET";"857079";"22933346.89"
"TECHNOFIRST";"FR0011651819";"ALFST";"Euronext Growth Paris";"EUR";"1.02";"1.02";"1.02";"1.02";"05/01/2018 11:30";"CET";"1667";"1700.34"
